,Actual Arr Time (Local),Actual Arr Time (UTC),Actual Dep Time (Local),Actual Dep Time (UTC),Actual Duration,Aircraft,Airline,Arr Airport,Arr City,Arr Connect,Arr Country,Arr Delay,Arr Lat,Arr Long,Arr Name,Arr Timezone,Class,Date,Dep Airport,Dep City,Dep Country,Dep Delay,Dep Lat,Dep Long,Dep Name,Dep Timezone,Distance,Domestic/International,Duration,Flight,Registration,Scheduled Arr Time (Local),Scheduled Arr Time (UTC),Scheduled Dep Time (Local),Scheduled Dep Time (UTC),Scheduled Duration,Seat,Timing Data,Unnamed: 18,Last flight arrival (UTC),Time since last flight
178,2021-06-15 08:17:00,2021-06-15 12:17:00,2021-06-14 17:18:00,2021-06-15 03:18:00,09:00:00,B763,United,EWR,Newark,1.0,United States,7.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Lie-flat Business,2021-06-14 00:00:00,OGG,Kahului,United States,38.0,20.8986,-156.429993,Kahului Airport,Pacific/Honolulu,4903.405311920749,Domestic,540.0,UA43,N686UA,2021-06-15 08:10:00,2021-06-15 12:10:00,2021-06-14 16:40:00,2021-06-15 02:40:00,09:30:00,8A,Flightradar24,,2021-06-10 00:41:00,5 days 02:37:00
179,2021-06-15 10:42:00,2021-06-15 14:42:00,2021-06-15 09:37:00,2021-06-15 13:37:00,01:05:00,B738,United,BOS,Boston,,United States,36.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2021-06-15 00:00:00,EWR,Newark,United States,42.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,65.0,UA697,N33203,2021-06-15 10:06:00,2021-06-15 14:06:00,2021-06-15 08:55:00,2021-06-15 12:55:00,01:11:00,7A,Flightradar24,,2021-06-14 12:17:00,1 days 01:20:00
180,2021-06-29 16:47:00,2021-06-29 20:47:00,2021-06-29 15:43:00,2021-06-29 19:43:00,01:04:00,A319,United,IAD,Washington,1.0,United States,11.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,Economy,2021-06-29 00:00:00,BOS,Boston,United States,43.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,412.8361906212218,Domestic,64.0,UA1470,N893UA,2021-06-29 16:36:00,2021-06-29 20:36:00,2021-06-29 15:00:00,2021-06-29 19:00:00,01:36:00,,Flightradar24,,2021-06-15 14:42:00,14 days 05:01:00
181,2021-06-29 20:57:00,2021-06-30 03:57:00,2021-06-29 18:52:00,2021-06-29 22:52:00,05:05:00,B772,United,SFO,San Francisco,,United States,-8.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Premium Economy,2021-06-29 00:00:00,IAD,Washington,United States,17.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,2418.8280898896846,Domestic,305.0,UA2435,N69020,2021-06-29 21:05:00,2021-06-30 04:05:00,2021-06-29 18:35:00,2021-06-29 22:35:00,05:30:00,,Flightradar24,,2021-06-29 20:47:00,0 days 02:05:00
182,2021-09-04 14:32:00,2021-09-04 19:32:00,2021-09-04 09:10:00,2021-09-04 16:10:00,03:21:00,A320,United,PVR,Puerto Vallarta,,Mexico,1.0,20.68009949,-105.2539978,Licenciado Gustavo Díaz Ordaz International Airport,America/Mexico_City,Economy,2021-09-04 00:00:00,SFO,San Francisco,United States,25.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,1554.1746814705928,International,201.0,UA1212,N407UA,2021-09-04 14:31:00,2021-09-04 19:31:00,2021-09-04 08:45:00,2021-09-04 15:45:00,03:46:00,8A,Flightradar24,,2021-06-30 03:57:00,66 days 12:13:00
183,2021-09-06 16:22:00,2021-09-06 23:22:00,2021-09-06 15:16:00,2021-09-06 20:16:00,03:10:00,A320,United,SFO,San Francisco,,United States,-36.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2021-09-06 00:00:00,PVR,Puerto Vallarta,Mexico,6.0,20.68009949,-105.2539978,Licenciado Gustavo Díaz Ordaz International Airport,America/Mexico_City,1554.1746814705928,International,190.0,UA1243,N414UA,2021-09-06 16:58:00,2021-09-06 23:58:00,2021-09-06 15:10:00,2021-09-06 20:10:00,03:48:00,23A,Flightradar24,,2021-09-04 19:32:00,2 days 00:44:00
184,2021-11-16 09:51:00,2021-11-16 17:51:00,2021-11-16 08:41:00,2021-11-16 16:41:00,01:10:00,B739,United,SAN,San Diego,,United States,-17.0,32.73360062,-117.1900024,San Diego International Airport,America/Los_Angeles,Recliner First,2021-11-16 00:00:00,SFO,San Francisco,United States,11.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,446.549752255909,Domestic,70.0,UA1923,N68842,2021-11-16 10:08:00,2021-11-16 18:08:00,2021-11-16 08:30:00,2021-11-16 16:30:00,01:38:00,1F,Flightradar24,,2021-09-06 23:22:00,70 days 17:19:00
185,2021-11-16 20:19:00,2021-11-17 04:19:00,2021-11-16 19:12:00,2021-11-17 03:12:00,01:07:00,A319,United,SFO,San Francisco,,United States,-24.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2021-11-16 00:00:00,SAN,San Diego,United States,7.0,32.73360062,-117.1900024,San Diego International Airport,America/Los_Angeles,446.549752255909,Domestic,67.0,UA1761,N875UA,2021-11-16 20:43:00,2021-11-17 04:43:00,2021-11-16 19:05:00,2021-11-17 03:05:00,01:38:00,15A,Flightradar24,,2021-11-16 17:51:00,0 days 09:21:00
186,2021-11-21 11:46:00,2021-11-21 11:46:00,2021-11-20 17:02:00,2021-11-21 01:02:00,10:43:00,A339,TAP,LIS,Lisbon,1.0,Portugal,16.0,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport),Europe/Lisbon,Economy,2021-11-20 00:00:00,SFO,San Francisco,United States,22.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,5680.773051613443,International,643.0,TP236,CSTUC,2021-11-21 11:30:00,2021-11-21 11:30:00,2021-11-20 16:40:00,2021-11-21 00:40:00,10:50:00,33K,Flightradar24,,2021-11-17 04:19:00,3 days 20:43:00
187,2021-11-21 16:58:00,2021-11-21 15:58:00,2021-11-21 13:26:00,2021-11-21 13:26:00,02:32:00,E195,TAP,FCO,Rome,,Italy,-2.0,41.8002778,12.2388889,Leonardo da Vinci–Fiumicino Airport,Europe/Rome,Economy,2021-11-21 00:00:00,LIS,Lisbon,Portugal,21.0,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport),Europe/Lisbon,1145.2779751961975,International,152.0,TP842,CSTTW,2021-11-21 17:00:00,2021-11-21 16:00:00,2021-11-21 13:05:00,2021-11-21 13:05:00,02:55:00,7D,Flightradar24,,2021-11-20 11:46:00,1 days 01:40:00
188,2021-11-27 08:48:00,2021-11-27 08:48:00,2021-11-27 06:57:00,2021-11-27 05:57:00,02:51:00,A20N,TAP,LIS,Lisbon,1.0,Portugal,38.0,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport),Europe/Lisbon,Economy,2021-11-27 00:00:00,FCO,Rome,Italy,52.0,41.8002778,12.2388889,Leonardo da Vinci–Fiumicino Airport,Europe/Rome,1145.2779751961975,International,171.0,TP837,CSTVC,2021-11-27 08:10:00,2021-11-27 08:10:00,2021-11-27 06:05:00,2021-11-27 05:05:00,02:55:00,24A,Flightradar24,,2021-11-21 15:58:00,5 days 13:59:00
189,2021-11-27 14:05:00,2021-11-27 22:05:00,2021-11-27 10:34:00,2021-11-27 10:34:00,11:31:00,A339,TAP,SFO,San Francisco,,United States,-50.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2021-11-27 00:00:00,LIS,Lisbon,Portugal,39.0,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport),Europe/Lisbon,5680.773051613443,International,691.0,TP237,CSTUH,2021-11-27 14:55:00,2021-11-27 22:55:00,2021-11-27 09:55:00,2021-11-27 09:55:00,13:00:00,34A,Flightradar24,,2021-11-27 08:48:00,0 days 01:46:00
190,2021-12-24 05:24:00,2021-12-24 10:24:00,2021-12-23 21:51:00,2021-12-24 05:51:00,04:33:00,A321,JetBlue,JFK,New York,1.0,United States,-35.0,40.63980103,-73.77890015,John F Kennedy International Airport,America/New_York,Lie-flat Business,2021-12-23 00:00:00,SFO,San Francisco,United States,16.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2586.064983328414,Domestic,273.0,B61516,N968JT,2021-12-24 05:59:00,2021-12-24 10:59:00,2021-12-23 21:35:00,2021-12-24 05:35:00,05:24:00,2A,Flightradar24,,2021-11-27 22:05:00,26 days 07:46:00
191,2021-12-24 12:43:00,2021-12-24 16:43:00,2021-12-24 08:18:00,2021-12-24 13:18:00,03:25:00,A321,JetBlue,PUJ,Punta Cana,,Dominican Republic,0.0,18.56739998,-68.36340332,Punta Cana International Airport,America/Santo_Domingo,Economy,2021-12-24 00:00:00,JFK,New York,United States,18.0,40.63980103,-73.77890015,John F Kennedy International Airport,America/New_York,1554.0700334103376,International,205.0,B6869,N975JT,2021-12-24 12:43:00,2021-12-24 16:43:00,2021-12-24 08:00:00,2021-12-24 13:00:00,03:43:00,2A,Flightradar24,,2021-12-23 10:24:00,1 days 02:54:00
192,2022-01-03 16:00:00,2022-01-03 22:00:00,2022-01-03 13:54:00,2022-01-03 17:54:00,04:06:00,B739,United,IAH,Houston,1.0,United States,-35.0,29.9843998,-95.34140015,George Bush Intercontinental Houston Airport,America/Chicago,Recliner First,2022-01-03 00:00:00,PUJ,Punta Cana,Dominican Republic,9.0,18.56739998,-68.36340332,Punta Cana International Airport,America/Santo_Domingo,1868.0732964687832,International,246.0,UA524,N68842,2022-01-03 16:35:00,2022-01-03 22:35:00,2022-01-03 13:45:00,2022-01-03 17:45:00,04:50:00,5A,Flightradar24,,2021-12-24 16:43:00,10 days 01:11:00
193,2022-01-03 18:58:00,2022-01-04 00:58:00,2022-01-03 18:27:00,2022-01-04 00:27:00,00:31:00,B737,United,AUS,Austin,,United States,-12.0,30.19449997,-97.66989899,Austin Bergstrom International Airport,America/Chicago,Recliner First,2022-01-03 00:00:00,IAH,Houston,United States,17.0,29.9843998,-95.34140015,George Bush Intercontinental Houston Airport,America/Chicago,140.2232084972557,Domestic,31.0,UA1778,N16732,2022-01-03 19:10:00,2022-01-04 01:10:00,2022-01-03 18:10:00,2022-01-04 00:10:00,01:00:00,1B,Flightradar24,,2022-01-03 22:00:00,0 days 02:27:00
194,2022-01-06 08:58:00,2022-01-06 16:58:00,2022-01-06 07:35:00,2022-01-06 13:35:00,03:23:00,A320,United,SFO,San Francisco,,United States,-33.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Recliner First,2022-01-06 00:00:00,AUS,Austin,United States,6.0,30.19449997,-97.66989899,Austin Bergstrom International Airport,America/Chicago,1503.680441842409,Domestic,203.0,UA2123,N472UA,2022-01-06 09:31:00,2022-01-06 17:31:00,2022-01-06 07:29:00,2022-01-06 13:29:00,04:02:00,1A,Flightradar24,,2022-01-04 00:58:00,2 days 12:37:00
195,2022-02-05 06:14:00,2022-02-05 12:14:00,2022-02-05 00:59:00,2022-02-05 08:59:00,03:15:00,B739,United,IAH,Houston,1.0,United States,-12.0,29.9843998,-95.34140015,George Bush Intercontinental Houston Airport,America/Chicago,Economy,2022-02-05 00:00:00,SFO,San Francisco,United States,14.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,1635.1916389469507,Domestic,195.0,UA1484,N68801,2022-02-05 06:26:00,2022-02-05 12:26:00,2022-02-05 00:45:00,2022-02-05 08:45:00,03:41:00,11F,Flightradar24,,2022-01-06 16:58:00,29 days 16:01:00
196,2022-02-05 13:33:00,2022-02-05 19:33:00,2022-02-05 10:30:00,2022-02-05 16:30:00,03:03:00,B738,United,SJO,San Jose,,Costa Rica,14.0,9.993860245,-84.20880127,Juan Santamaria International Airport,America/Costa_Rica,Recliner First,2022-02-05 00:00:00,IAH,Houston,United States,51.0,29.9843998,-95.34140015,George Bush Intercontinental Houston Airport,America/Chicago,1551.674725399419,International,183.0,UA1096,N77258,2022-02-05 13:19:00,2022-02-05 19:19:00,2022-02-05 09:39:00,2022-02-05 15:39:00,03:40:00,5F,Flightradar24,,2022-02-05 12:14:00,0 days 04:16:00
197,2022-02-09 04:49:00,2022-02-09 10:49:00,2022-02-09 01:31:00,2022-02-09 07:31:00,03:17:00,B738,United,IAH,Houston,1.0,United States,-19.0,29.9843998,-95.34140015,George Bush Intercontinental Houston Airport,America/Chicago,Recliner First,2022-02-09 00:00:00,SJO,San Jose,Costa Rica,1.0,9.993860245,-84.20880127,Juan Santamaria International Airport,America/Costa_Rica,1551.674725399419,International,197.0,UA1172,N33203,2022-02-09 05:08:00,2022-02-09 11:08:00,2022-02-09 01:30:00,2022-02-09 07:30:00,03:38:00,1F,Flightradar24,,2022-02-05 19:33:00,3 days 11:58:00
198,2022-02-09 09:11:00,2022-02-09 17:11:00,2022-02-09 07:31:00,2022-02-09 13:31:00,03:39:00,B39M,United,SFO,San Francisco,,United States,-38.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2022-02-09 00:00:00,IAH,Houston,United States,6.0,29.9843998,-95.34140015,George Bush Intercontinental Houston Airport,America/Chicago,1635.1916389469507,Domestic,219.0,UA547,N37506,2022-02-09 09:49:00,2022-02-09 17:49:00,2022-02-09 07:25:00,2022-02-09 13:25:00,04:24:00,8F,Flightradar24,,2022-02-09 10:49:00,0 days 02:42:00
199,2022-02-25 10:15:00,2022-02-25 09:15:00,2022-02-24 15:19:00,2022-02-24 23:19:00,09:56:00,B748,Lufthansa,FRA,Frankfurt,,Germany,-15.0,50.033333,8.570556,Frankfurt am Main Airport,Europe/Berlin,International First,2022-02-24 00:00:00,SFO,San Francisco,United States,34.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,5699.23490784193,International,596.0,LH455,DABYS,2022-02-25 10:30:00,2022-02-25 09:30:00,2022-02-24 14:45:00,2022-02-24 22:45:00,10:45:00,1A,Flightradar24,,2022-02-09 17:11:00,15 days 06:08:00
200,2022-02-27 15:12:00,2022-02-27 23:12:00,2022-02-27 13:10:00,2022-02-27 12:10:00,11:02:00,B789,United,SFO,San Francisco,,United States,-8.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2022-02-27 00:00:00,FRA,Frankfurt,Germany,20.0,50.033333,8.570556,Frankfurt am Main Airport,Europe/Berlin,5699.23490784193,Domestic,662.0,UA59,N24973,2022-02-27 15:20:00,2022-02-27 23:20:00,2022-02-27 12:50:00,2022-02-27 11:50:00,11:30:00,20L,Flightradar24,,2022-02-24 09:15:00,3 days 02:55:00
201,2022-04-01 19:41:00,2022-04-02 01:41:00,2022-04-01 17:20:00,2022-04-02 00:20:00,01:21:00,E75L,United,SLC,Salt Lake City,,United States,-7.0,40.78839874,-111.9779968,Salt Lake City International Airport,America/Denver,Recliner First,2022-04-01 00:00:00,SFO,San Francisco,United States,32.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,598.8517064353504,Domestic,81.0,UA4710,N117SY,2022-04-01 19:48:00,2022-04-02 01:48:00,2022-04-01 16:48:00,2022-04-01 23:48:00,02:00:00,1C,Flightradar24,,2022-02-27 23:12:00,33 days 01:08:00
202,2022-04-05 09:05:00,2022-04-05 16:05:00,2022-04-05 08:16:00,2022-04-05 14:16:00,01:49:00,E75L,United,SFO,San Francisco,,United States,15.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Recliner First,2022-04-05 00:00:00,SLC,Salt Lake City,United States,45.0,40.78839874,-111.9779968,Salt Lake City International Airport,America/Denver,598.8517064353504,Domestic,109.0,UA5736,N144SY,2022-04-05 08:50:00,2022-04-05 15:50:00,2022-04-05 07:31:00,2022-04-05 13:31:00,02:19:00,1C,Flightradar24,,2022-04-02 01:41:00,3 days 12:35:00
203,2022-04-12 17:30:00,2022-04-13 00:30:00,2022-04-12 16:29:00,2022-04-12 23:29:00,01:01:00,B738,United,LAS,Las Vegas,,United States,-21.0,36.08010101,-115.1520004,McCarran International Airport,America/Los_Angeles,Economy,2022-04-12 00:00:00,SFO,San Francisco,United States,16.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,413.98842191979816,Domestic,61.0,UA2341,N33209,2022-04-12 17:51:00,2022-04-13 00:51:00,2022-04-12 16:13:00,2022-04-12 23:13:00,01:38:00,14C,Flightradar24,,2022-04-05 16:05:00,7 days 07:24:00
204,2022-04-13 11:47:00,2022-04-13 18:47:00,2022-04-13 10:28:00,2022-04-13 17:28:00,01:19:00,A320,United,SFO,San Francisco,,United States,-10.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2022-04-13 00:00:00,LAS,Las Vegas,United States,14.0,36.08010101,-115.1520004,McCarran International Airport,America/Los_Angeles,413.98842191979816,Domestic,79.0,UA1728,N402UA,2022-04-13 11:57:00,2022-04-13 18:57:00,2022-04-13 10:14:00,2022-04-13 17:14:00,01:43:00,11C,Flightradar24,,2022-04-13 00:30:00,0 days 16:58:00
205,2022-05-19 18:56:00,2022-05-20 04:56:00,2022-05-19 17:16:00,2022-05-20 00:16:00,04:40:00,B739,United,KOA,Kona,,United States,-31.0,19.738783,-156.045603,Ellison Onizuka Kona International At Keahole Airport,Pacific/Honolulu,Economy,2022-05-19 00:00:00,SFO,San Francisco,United States,21.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2367.3668808839957,Domestic,280.0,UA1723,N62892,2022-05-19 19:27:00,2022-05-20 05:27:00,2022-05-19 16:55:00,2022-05-19 23:55:00,05:32:00,20A,Flightradar24,,2022-04-13 18:47:00,36 days 05:29:00
206,2022-05-24 07:04:00,2022-05-24 14:04:00,2022-05-23 23:26:00,2022-05-24 09:26:00,04:38:00,B39M,United,SFO,San Francisco,,United States,-3.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2022-05-23 00:00:00,KOA,Kona,United States,26.0,19.738783,-156.045603,Ellison Onizuka Kona International At Keahole Airport,Pacific/Honolulu,2367.3668808839957,Domestic,278.0,UA1724,N37530,2022-05-24 07:07:00,2022-05-24 14:07:00,2022-05-23 23:00:00,2022-05-24 09:00:00,05:07:00,8A,Flightradar24,,2022-05-20 04:56:00,4 days 04:30:00
207,2022-06-15 04:41:00,2022-06-15 08:41:00,2022-06-14 20:47:00,2022-06-15 03:47:00,04:54:00,B752,United,JFK,New York,,United States,-19.0,40.63980103,-73.77890015,John F Kennedy International Airport,America/New_York,Economy,2022-06-14 00:00:00,SFO,San Francisco,United States,17.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2586.064983328414,Domestic,294.0,UA522,N34137,2022-06-15 05:00:00,2022-06-15 09:00:00,2022-06-14 20:30:00,2022-06-15 03:30:00,05:30:00,,Flightradar24,,2022-05-23 14:04:00,22 days 13:43:00
208,2022-06-21 23:08:00,2022-06-22 06:08:00,2022-06-21 20:51:00,2022-06-22 00:51:00,05:17:00,B772,United,SFO,San Francisco,,United States,-31.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Premium Economy,2022-06-21 00:00:00,EWR,Newark,United States,21.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,2565.270250509748,Domestic,317.0,U395,N229UA,2022-06-21 23:39:00,2022-06-22 06:39:00,2022-06-21 20:30:00,2022-06-22 00:30:00,06:09:00,21G,Flightradar24,,2022-06-14 08:41:00,7 days 16:10:00
209,2022-07-29 20:07:00,2022-07-30 00:07:00,2022-07-29 12:27:00,2022-07-29 19:27:00,04:40:00,B772,United,EWR,Newark,,United States,-28.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Lie-flat Business,2022-07-29 00:00:00,SFO,San Francisco,United States,27.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2565.270250509748,Domestic,280.0,UA1449,N794UA,2022-07-29 20:35:00,2022-07-30 00:35:00,2022-07-29 12:00:00,2022-07-29 19:00:00,05:35:00,3L,Flightradar24,,2022-06-22 06:08:00,37 days 13:19:00
210,2022-08-05 02:29:00,2022-08-05 09:29:00,2022-08-05 00:33:00,2022-08-05 04:33:00,04:56:00,B77W,United,SFO,San Francisco,,United States,168.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Premium Economy,2022-08-04 00:00:00,EWR,Newark,United States,243.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,2565.270250509748,Domestic,296.0,UA1257,N2644U,2022-08-04 23:41:00,2022-08-05 06:41:00,2022-08-04 20:30:00,2022-08-05 00:30:00,06:11:00,20A,Flightradar24,,2022-07-30 00:07:00,6 days 04:26:00
211,2022-10-07 21:37:00,2022-10-08 04:37:00,2022-10-07 20:29:00,2022-10-08 03:29:00,01:08:00,E75L,Alaska,PSP,Palm Springs,,United States,-11.0,33.82970047,-116.5070038,Palm Springs International Airport,America/Los_Angeles,Economy,2022-10-07 00:00:00,SJC,San Jose,United States,4.0,37.362598,-121.929001,Norman Y. Mineta San Jose International Airport,America/Los_Angeles,390.4347811050498,Domestic,68.0,AS3431,N199SY,2022-10-07 21:48:00,2022-10-08 04:48:00,2022-10-07 20:25:00,2022-10-08 03:25:00,01:23:00,16C,Flightradar24,,2022-08-04 09:29:00,64 days 18:00:00
212,2022-10-10 10:20:00,2022-10-10 17:20:00,2022-10-10 09:14:00,2022-10-10 16:14:00,01:06:00,E75L,Alaska,SJC,San Jose,,United States,-16.0,37.362598,-121.929001,Norman Y. Mineta San Jose International Airport,America/Los_Angeles,Economy,2022-10-10 00:00:00,PSP,Palm Springs,United States,4.0,33.82970047,-116.5070038,Palm Springs International Airport,America/Los_Angeles,390.4347811050498,Domestic,66.0,AS3428,N403SY,2022-10-10 10:36:00,2022-10-10 17:36:00,2022-10-10 09:10:00,2022-10-10 16:10:00,01:25:00,16C,Flightradar24,,2022-10-08 04:37:00,2 days 11:37:00
213,2022-10-14 17:08:00,2022-10-14 15:08:00,2022-10-13 21:20:00,2022-10-14 04:20:00,10:48:00,A359,Lufthansa,MUC,Munich,1.0,Germany,-12.0,48.353802,11.7861,Munich Airport,Europe/Berlin,Economy,2022-10-13 00:00:00,SFO,San Francisco,United States,10.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,5878.637453065589,International,648.0,LH459,D-AIXM,2022-10-14 17:20:00,2022-10-14 15:20:00,2022-10-13 21:10:00,2022-10-14 04:10:00,11:10:00,29A,Flightradar24,,2022-10-10 17:20:00,3 days 11:00:00
214,2022-10-14 22:16:00,2022-10-14 21:16:00,2022-10-14 20:20:00,2022-10-14 18:20:00,02:56:00,A21N,Lufthansa,LIS,Lisbon,,Portugal,36.0,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport),Europe/Lisbon,Economy,2022-10-14 00:00:00,MUC,Munich,Germany,50.0,48.353802,11.7861,Munich Airport,Europe/Berlin,1234.6461615767623,International,176.0,LH1780,D-AIEH,2022-10-14 21:40:00,2022-10-14 20:40:00,2022-10-14 19:30:00,2022-10-14 17:30:00,03:10:00,12D,Flightradar24,,2022-10-13 15:08:00,1 days 03:12:00
215,2022-10-19 10:03:00,2022-10-19 08:03:00,2022-10-19 06:35:00,2022-10-19 05:35:00,02:29:00,A321,Lufthansa,MUC,Munich,1.0,Germany,-12.0,48.353802,11.7861,Munich Airport,Europe/Berlin,Economy,2022-10-19 00:00:00,LIS,Lisbon,Portugal,20.0,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport),Europe/Lisbon,1234.6461615767623,International,149.0,LH1781,D-AIDO,2022-10-19 10:15:00,2022-10-19 08:15:00,2022-10-19 06:15:00,2022-10-19 05:15:00,03:00:00,15F,Flightradar24,,2022-10-14 21:16:00,4 days 08:19:00
216,2022-10-19 19:13:00,2022-10-20 02:13:00,2022-10-19 17:09:00,2022-10-19 15:09:00,11:04:00,A359,Lufthansa,SFO,San Francisco,,United States,18.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2022-10-19 00:00:00,MUC,Munich,Germany,49.0,48.353802,11.7861,Munich Airport,Europe/Berlin,5878.637453065589,International,664.0,LH458,D-AIXG,2022-10-19 18:55:00,2022-10-20 01:55:00,2022-10-19 16:20:00,2022-10-19 14:20:00,11:35:00,21K,Flightradar24,,2022-10-19 08:03:00,0 days 07:06:00
217,2022-11-11 19:39:00,2022-11-11 11:39:00,2022-11-10 11:30:00,2022-11-10 19:30:00,16:08:00,B789,United,SIN,Singapore,,Singapore,-36.0,1.35019,103.994003,Singapore Changi Airport,Asia/Singapore,Economy,2022-11-10 00:00:00,SFO,San Francisco,United States,50.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,8446.305237851386,International,968.0,UA29,N28987,2022-11-11 20:15:00,2022-11-11 12:15:00,2022-11-10 10:40:00,2022-11-10 18:40:00,17:35:00,,Flightradar24,,2022-10-20 02:13:00,21 days 17:17:00
218,2022-11-25 14:13:00,2022-11-25 07:13:00,2022-11-25 13:37:00,2022-11-25 05:37:00,01:35:00,A321,VietJet,SGN,Ho Chi Minh City,,Vietnam,18.0,10.81879997,106.6520004,Tan Son Nhat International Airport,Asia/Ho_Chi_Minh,Economy,2022-11-25 00:00:00,SIN,Singapore,Singapore,32.0,1.35019,103.994003,Singapore Changi Airport,Asia/Singapore,675.7943655981823,International,95.0,VJ812,VN-A640,2022-11-25 13:55:00,2022-11-25 06:55:00,2022-11-25 13:05:00,2022-11-25 05:05:00,01:50:00,,Flightradar24,,2022-11-10 11:39:00,14 days 17:58:00
219,2022-11-27 23:57:00,2022-11-27 15:57:00,2022-11-27 21:23:00,2022-11-27 14:23:00,01:33:00,A320,JetStar,SIN,Singapore,,Singapore,-13.0,1.35019,103.994003,Singapore Changi Airport,Asia/Singapore,Economy,2022-11-27 00:00:00,SGN,Ho Chi Minh City,Vietnam,13.0,10.81879997,106.6520004,Tan Son Nhat International Airport,Asia/Ho_Chi_Minh,675.7943655981823,International,93.0,3K552,9V-JSR,2022-11-28 00:10:00,2022-11-27 16:10:00,2022-11-27 21:10:00,2022-11-27 14:10:00,02:00:00,,Flightradar24,,2022-11-25 07:13:00,2 days 07:10:00
220,2022-11-28 09:01:00,2022-11-28 17:01:00,2022-11-28 10:28:00,2022-11-28 02:28:00,14:32:00,B789,United,SFO,San Francisco,,United States,11.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2022-11-28 00:00:00,SIN,Singapore,Singapore,13.0,1.35019,103.994003,Singapore Changi Airport,Asia/Singapore,8446.305237851386,International,872.0,UA2,N29985,2022-11-28 08:50:00,2022-11-28 16:50:00,2022-11-28 10:15:00,2022-11-28 02:15:00,14:35:00,,Flightradar24,,2022-11-27 15:57:00,0 days 10:31:00
221,2022-12-10 22:09:00,2022-12-11 08:09:00,2022-12-10 19:21:00,2022-12-11 03:21:00,04:48:00,B77W,United,HNL,Honolulu,1.0,United States,9.0,21.32062,-157.924228,Daniel K Inouye International Airport,Pacific/Honolulu,Premium Economy,2022-12-10 00:00:00,SFO,San Francisco,United States,51.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2398.517819706353,Domestic,288.0,UA300,N2645U,2022-12-10 22:00:00,2022-12-11 08:00:00,2022-12-10 18:30:00,2022-12-11 02:30:00,05:30:00,,Flightradar24,,2022-11-28 17:01:00,12 days 10:20:00
